137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
137.948	119.141	103.419	
0.82237	0.603805	0.863427	
1.95248	1.90887	1.89061	
